,Compounds,Neg,Neu,Pos,Date
116,0.256687179,0.039282051,0.818025641,0.14274359,"['october', '2', '2017']"
117,0.250383333,0.033333333,0.841071429,0.125583333,"['october', '30', '2017']"
118,0.207495745,0.050904255,0.800595745,0.148510638,"['october', '31', '2017']"
119,0.14395625,0.069791667,0.803895833,0.126375,"['october', '3', '2017']"
120,0.148571667,0.0901,0.765333333,0.144583333,"['october', '4', '2017']"
121,0.302232143,0.037857143,0.827107143,0.135035714,"['october', '5', '2017']"
122,0.287523636,0.058672727,0.775,0.166309091,"['october', '6', '2017']"
123,0.0525,0.063425,0.818325,0.118325,"['october', '7', '2017']"
124,0.09825625,0.067020833,0.829333333,0.103666667,"['october', '8', '2017']"
125,0.200669565,0.037985507,0.883391304,0.078623188,"['october', '9', '2017']"
126,0.210163636,0.037909091,0.799272727,0.162818182,"['september', '18', '2017']"
127,0.128793103,0.075,0.833655172,0.091310345,"['september', '19', '2017']"
128,0.107625,0.04555,0.89915,0.0553,"['september', '20', '2017']"
129,0.283425,0.085035714,0.77275,0.142285714,"['september', '21', '2017']"
130,0.192569231,0.036307692,0.854115385,0.1095,"['september', '22', '2017']"
131,0.104683333,0.115166667,0.76125,0.123583333,"['september', '23', '2017']"
132,0.39903,0.0363,0.8106,0.1532,"['september', '24', '2017']"
133,0.182027586,0.061275862,0.840482759,0.098241379,"['september', '25', '2017']"
134,0.424309091,0.047818182,0.817909091,0.134272727,"['september', '26', '2017']"
135,0.28848,0.035533333,0.8814,0.083133333,"['september', '27', '2017']"
136,0.176885714,0.047,0.863857143,0.089071429,"['september', '28', '2017']"
137,0.210582353,0.121352941,0.747941176,0.130705882,"['september', '29', '2017']"
138,0.217413043,0.014565217,0.843,0.142391304,"['september', '30', '2017']"
