Compounds,Neg,Neu,Pos
0.3595,0,0.878,0.122
0.9532,0,0.793,0.207
0.9214,0,0.796,0.204
0.6781,0,0.797,0.203
0.3612,0,0.828,0.172
0.7194,0.096,0.772,0.132
0.6985,0.133,0.669,0.198
0.9888,0.028,0.788,0.183
-0.4215,0.149,0.771,0.079
0,0,1,0
0.4767,0.093,0.704,0.202
0.4019,0,0.891,0.109
0,0,1,0
-0.3182,0.141,0.859,0
0,0,1,0
-0.4278,0.179,0.821,0
-0.1548,0.139,0.774,0.087
0.5661,0,0.843,0.157
0.4404,0,0.791,0.209
0.6588,0,0.864,0.136
0.9938,0,0.772,0.228
0,0,1,0
0.8333,0.016,0.902,0.082
0,0,1,0
0.6166,0,0.598,0.402
0,0,1,0
0.6597,0.048,0.764,0.188
0.9485,0.038,0.777,0.184
-0.1027,0.144,0.722,0.134
0.5362,0.043,0.828,0.129
0.4215,0,0.851,0.149
0.5499,0,0.893,0.107
0.8151,0.089,0.563,0.348
-0.2263,0.083,0.855,0.062
0.34,0,0.876,0.124
0,0,1,0
0,0,1,0
-0.8026,0.375,0.625,0
0.1705,0.093,0.777,0.13
0,0,1,0
0,0,1,0
-0.1027,0.049,0.951,0
0.4389,0,0.708,0.292
-0.2732,0.189,0.811,0
0,0,1,0
-0.7027,0.271,0.729,0
-0.4574,0.097,0.903,0
0.4588,0,0.833,0.167
-0.8229,0.135,0.837,0.028
0.7088,0,0.753,0.247
0,0,1,0
0.8625,0,0.78,0.22
0,0,1,0
0,0,1,0
-0.4574,0.214,0.786,0
0.3818,0,0.852,0.148
0.7791,0,0.754,0.246
-0.5994,0.281,0.719,0
0,0,1,0
0.0258,0,0.971,0.029
0,0,1,0
0.9316,0.034,0.665,0.302
0,0,1,0
0.4404,0,0.818,0.182
-0.296,0.095,0.905,0
0,0,1,0
0.6767,0,0.59,0.41
0,0,1,0
0.6124,0,0.792,0.208
0.6908,0,0.801,0.199
0.6808,0,0.741,0.259
0.6597,0,0.565,0.435
0,0,1,0
0.8832,0,0.649,0.351
0.6908,0,0.856,0.144
0.8531,0,0.785,0.215
-0.4497,0.09,0.872,0.038
0.3182,0,0.859,0.141
0.6369,0,0.656,0.344
-0.486,0.073,0.88,0.047
0.8929,0,0.593,0.407
-0.0772,0.157,0.843,0
0,0,1,0
0.624,0,0.882,0.118
-0.2732,0.174,0.826,0
-0.3412,0.124,0.876,0
-0.541,0.333,0.667,0
0,0.049,0.901,0.049
0.4939,0,0.741,0.259
0.3937,0.127,0.627,0.246
0.1783,0.115,0.728,0.157
-0.2635,0.085,0.832,0.083
-0.2263,0.216,0.64,0.144
0.6588,0,0.732,0.268
0.4019,0,0.891,0.109
0.4404,0,0.879,0.121
-0.0572,0.036,0.964,0
-0.351,0.061,0.86,0.079
0,0,1,0
0.3094,0,0.869,0.131
0,0,1,0
0.5994,0,0.88,0.12
0.4989,0.034,0.883,0.083
0.9714,0.033,0.51,0.458
0.7457,0,0.835,0.165
-0.5719,0.252,0.748,0
-0.2561,0.047,0.953,0
0,0,1,0
0.2023,0,0.886,0.114
-0.3695,0.093,0.863,0.044
0.168,0,0.967,0.033
0.7084,0,0.869,0.131
-0.5529,0.161,0.763,0.076
0.8541,0,0.766,0.234
0,0,1,0
-0.5661,0.134,0.866,0
0.6908,0,0.66,0.34
-0.1593,0.044,0.956,0
0.4404,0,0.508,0.492
0,0,1,0
0,0.069,0.861,0.069
-0.5514,0.165,0.835,0
0.128,0,0.909,0.091
0.9101,0.028,0.783,0.189
-0.2136,0.056,0.944,0
0.829,0,0.856,0.144
0,0,1,0
0.4696,0,0.891,0.109
0,0,1,0
0,0,1,0
0.5719,0.04,0.855,0.105
0.296,0,0.922,0.078
0.4404,0,0.892,0.108
-0.3612,0.281,0.585,0.135
0,0,1,0
0,0,1,0
-0.1027,0.065,0.935,0
0.4404,0,0.633,0.367
0.1154,0,0.962,0.038
0,0,1,0
0.5719,0,0.871,0.129
-0.2982,0.044,0.907,0.049
-0.25,0.08,0.92,0
0.168,0,0.927,0.073
0,0,1,0
0.4939,0,0.851,0.149
0,0,1,0
0,0,1,0
0.5629,0.071,0.726,0.203
0,0,1,0
0.3182,0.125,0.664,0.21
0,0,1,0
0.4576,0,0.77,0.23
-0.5859,0.432,0.568,0
0,0,1,0
0,0,1,0
0.3612,0,0.667,0.333
0.6015,0.063,0.849,0.088
0,0,1,0
-0.4215,0.211,0.679,0.111
-0.7506,0.206,0.689,0.105
-0.0516,0.258,0.5,0.242
-0.4241,0.089,0.864,0.048
0,0,1,0
0.5913,0,0.857,0.143
0.6369,0,0.656,0.344
0.509,0.042,0.863,0.095
0,0,1,0
-0.296,0.306,0.694,0
-0.4703,0.193,0.807,0
0,0,1,0
-0.882,0.233,0.738,0.029
0.0772,0,0.957,0.043
0.4404,0,0.791,0.209
-0.3863,0.131,0.869,0
0.4482,0.123,0.748,0.129
0.3182,0,0.827,0.173
-0.5859,0.241,0.759,0
0.9576,0,0.825,0.175
0,0,1,0
0.7461,0,0.672,0.328
0.2382,0,0.937,0.063
0.1779,0.129,0.702,0.17
0.6369,0,0.704,0.296
0.033,0.19,0.609,0.2
0.4404,0,0.674,0.326
0,0,1,0
0.6767,0,0.664,0.336
0.5423,0,0.809,0.191
0,0,1,0
0,0,1,0
0.3291,0,0.942,0.058
0,0,1,0
0.4871,0,0.927,0.073
0,0,1,0
0,0,1,0
0,0,1,0
-0.2732,0.259,0.741,0
0,0,1,0
0.6486,0,0.845,0.155
-0.7625,0.141,0.859,0
-0.6208,0.111,0.834,0.055
0,0,1,0
-0.3566,0.046,0.954,0
0.4588,0.056,0.806,0.137
0.4574,0,0.751,0.249
0,0,1,0
0.802,0,0.687,0.313
0.695,0,0.768,0.232
0.7378,0,0.873,0.127
-0.4019,0.062,0.938,0
0,0,1,0
0,0,1,0
-0.1926,0.063,0.856,0.081
0.4404,0,0.805,0.195
0.5106,0,0.769,0.231
0.6369,0,0.792,0.208
0,0,1,0
0,0,1,0
0,0,1,0
0.4404,0,0.633,0.367
0,0,1,0
0.6369,0,0.488,0.512
0,0,1,0
0.34,0,0.789,0.211
0.8516,0,0.826,0.174
0.4019,0.031,0.895,0.074
0.6662,0,0.712,0.288
0,0,1,0
0.6808,0,0.517,0.483
-0.3736,0.125,0.875,0
0.3982,0.135,0.743,0.122
0,0,1,0
0.0772,0,0.939,0.061
0.9612,0,0.903,0.097
0.4329,0,0.88,0.12
-0.2732,0.051,0.949,0
0.2283,0.183,0.638,0.18
0.8201,0,0.862,0.138
0,0,1,0
0,0,1,0
0.8204,0.029,0.786,0.185
0.0258,0.127,0.741,0.132
0.4588,0,0.769,0.231
0,0,1,0
0.4939,0,0.862,0.138
0.7269,0,0.823,0.177
0.7615,0.043,0.786,0.171
0.2617,0,0.883,0.117
-0.4767,0.437,0.563,0
0,0,1,0
0.7184,0,0.872,0.128
0,0,1,0
0.6204,0.081,0.687,0.232
-0.7777,0.197,0.772,0.031
0,0,1,0
0.4404,0,0.861,0.139
0,0,1,0
0.4497,0,0.922,0.078
0,0,1,0
0.0516,0.063,0.868,0.069
0.4588,0,0.786,0.214
0.34,0,0.821,0.179
0.6124,0,0.893,0.107
0,0,1,0
0,0,1,0
-0.296,0.155,0.845,0
-0.296,0.216,0.784,0
-0.296,0.078,0.922,0
-0.3612,0.113,0.812,0.075
0,0,1,0
0.6542,0,0.797,0.203
0.4404,0,0.256,0.744
0.4753,0,0.618,0.382
0,0,1,0
0,0,1,0
0,0,1,0
0.7282,0.102,0.657,0.241
0,0,1,0
0,0,1,0
0.9022,0.095,0.403,0.502
0,0,1,0
0.3182,0,0.859,0.141
-0.1154,0.078,0.86,0.063
0.7081,0,0.688,0.312
0,0,1,0
-0.875,0.5,0.5,0
0.5859,0,0.703,0.297
0,0,1,0
0.4767,0,0.853,0.147
0.4199,0,0.782,0.218
0,0,1,0
-0.1779,0.086,0.914,0
0.7184,0,0.65,0.35
-0.4019,0.31,0.69,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4404,0.055,0.814,0.131
-0.3513,0.17,0.83,0
0,0,1,0
0.8074,0,0.491,0.509
-0.4404,0.146,0.748,0.106
0.8538,0,0.925,0.075
0.7359,0.031,0.854,0.114
0.4404,0,0.805,0.195
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.5707,0.022,0.937,0.041
-0.34,0.545,0.455,0
0.3939,0,0.877,0.123
0.4019,0,0.69,0.31
-0.6486,0.209,0.791,0
0.4019,0,0.816,0.184
0,0,1,0
0,0,1,0
0.504,0,0.771,0.229
0,0,1,0
-0.2076,0.124,0.876,0
0,0,1,0
0.6369,0,0.588,0.412
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0.9336,0.024,0.654,0.323
-0.5423,0.467,0.533,0
0,0,1,0
0.9186,0.025,0.854,0.121
0.4404,0,0.909,0.091
0.5994,0,0.647,0.353
0,0,1,0
0.4404,0,0.912,0.088
-0.5994,0.145,0.812,0.043
0,0,1,0
-0.4871,0.223,0.777,0
0.3612,0,0.894,0.106
0.7096,0,0.789,0.211
-0.1531,0.348,0.652,0
0.4215,0,0.833,0.167
0,0,1,0
0,0,1,0
0.3612,0,0.909,0.091
0.9111,0,0.805,0.195
0.4019,0,0.917,0.083
0,0,1,0
0,0,1,0
0,0,1,0
0.2732,0,0.826,0.174
0.8742,0.024,0.883,0.092
-0.594,0.136,0.864,0
0,0,1,0
-0.1027,0.214,0.636,0.15
0.8183,0,0.451,0.549
0.9022,0,0.643,0.357
-0.4019,0.094,0.906,0
-0.85,0.188,0.782,0.031
-0.5187,0.101,0.858,0.042
-0.6475,0.171,0.737,0.092
0,0,1,0
0.5319,0,0.84,0.16
0.2598,0,0.911,0.089
-0.7476,0.56,0.44,0
-0.2263,0.191,0.696,0.113
-0.3382,0.234,0.618,0.148
0,0,1,0
0,0,1,0
0,0,1,0
-0.0258,0.106,0.792,0.102
0.4404,0,0.707,0.293
0,0,1,0
-0.3736,0.204,0.796,0
0.5574,0,0.735,0.265
0.3291,0,0.943,0.057
-0.1779,0.195,0.805,0
-0.3612,0.105,0.85,0.045
0,0,1,0
0.1154,0.097,0.794,0.109
-0.0772,0.115,0.885,0
-0.5423,0.241,0.759,0
0,0,1,0
0,0,1,0
0.7269,0.054,0.813,0.133
0,0,1,0
0.0516,0.226,0.541,0.233
-0.0258,0.16,0.686,0.154
0.3612,0,0.815,0.185
0,0,1,0
0.368,0.17,0.633,0.196
0.7739,0.037,0.848,0.114
0,0,1,0
-0.1531,0.051,0.949,0
0.2023,0.146,0.714,0.139
0.7479,0.03,0.854,0.116
0,0,1,0
0,0,1,0
0.7084,0,0.898,0.102
-0.5106,0.301,0.699,0
0.9693,0.022,0.839,0.139
0.9461,0,0.759,0.241
0,0,1,0
-0.6961,0.218,0.743,0.038
-0.7644,0.336,0.664,0
0.3415,0.129,0.659,0.212
0,0,1,0
0.3612,0,0.848,0.152
0,0,1,0
0,0,1,0
0.1431,0.099,0.71,0.19
0.3094,0,0.83,0.17
0.9016,0,0.683,0.317
0.7935,0,0.799,0.201
0,0,1,0
0,0,1,0
-0.5719,0.218,0.696,0.086
-0.4588,0.103,0.897,0
0,0,1,0
0.6901,0,0.599,0.401
0,0,1,0
0.25,0,0.867,0.133
-0.5719,0.209,0.791,0
0.0163,0.087,0.848,0.066
0,0,1,0
0.1779,0,0.898,0.102
-0.34,0.125,0.809,0.066
0,0,1,0
0.3149,0.11,0.699,0.192
-0.5859,0.559,0.441,0
0.0258,0,0.784,0.216
0.4404,0,0.896,0.104
-0.6808,0.247,0.753,0
0.826,0.047,0.798,0.154
0.0772,0.089,0.81,0.101
0.0516,0.046,0.902,0.052
-0.1531,0.051,0.949,0
-0.3595,0.134,0.794,0.072
0.504,0,0.8,0.2
0,0,1,0
0,0,1,0
0.3291,0.055,0.864,0.081
0,0,1,0
0.3094,0,0.83,0.17
0,0,1,0
0.5267,0.024,0.903,0.073
0,0,1,0
-0.3818,0.342,0.658,0
-0.1779,0.086,0.914,0
0,0,1,0
-0.0258,0.12,0.764,0.116
0,0,1,0
-0.3818,0.095,0.851,0.054
0,0,1,0
0,0,1,0
0.96,0,0.833,0.167
0.9859,0.039,0.827,0.134
0,0,1,0
0.4404,0,0.756,0.244
0,0,1,0
0.4857,0,0.864,0.136
0.6249,0,0.837,0.163
0,0,1,0
0.3612,0,0.706,0.294
0.4404,0,0.879,0.121
0,0,1,0
0,0,1,0
0.0258,0.124,0.778,0.097
0,0,1,0
0.7319,0,0.765,0.235
0,0,1,0
0.3353,0.076,0.793,0.131
0.726,0.075,0.792,0.132
0.3612,0,0.815,0.185
0.6249,0,0.631,0.369
0.7506,0,0.791,0.209
0.4215,0,0.714,0.286
-0.6166,0.386,0.614,0
0,0,1,0
0.4404,0,0.775,0.225
0.4588,0,0.912,0.088
0.8645,0.047,0.807,0.146
-0.5719,0.27,0.73,0
0.4215,0,0.641,0.359
-0.2023,0.089,0.842,0.069
0,0,1,0
0,0,1,0
-0.4199,0.134,0.866,0
0,0,1,0
0.5913,0,0.956,0.044
0,0,1,0
0.2023,0.091,0.785,0.124
0.3182,0.058,0.822,0.121
0.5106,0,0.602,0.398
0,0,1,0
0.4215,0,0.888,0.112
0,0,1,0
0,0,1,0
0.3612,0.105,0.67,0.225
0.8674,0.038,0.715,0.247
0.4588,0,0.8,0.2
0.34,0,0.876,0.124
0.34,0,0.876,0.124
0.34,0,0.876,0.124
0.507,0,0.91,0.09
-0.8934,0.182,0.818,0
0.7783,0,0.815,0.185
0.7471,0.068,0.831,0.101
0,0,1,0
0.4588,0,0.897,0.103
0.2263,0,0.939,0.061
-0.4404,0.094,0.906,0
0.2263,0,0.863,0.137
0,0,1,0
0.1674,0.091,0.808,0.102
0.1179,0,0.949,0.051
0,0,1,0
0,0,1,0
0.7003,0,0.547,0.453
0.4767,0,0.617,0.383
0,0,1,0
-0.3908,0.317,0.499,0.185
0.1779,0.078,0.818,0.104
0.4215,0.226,0.377,0.396
-0.5574,0.142,0.772,0.086
-0.296,0.145,0.855,0
0.7024,0.056,0.761,0.183
-0.4404,0.293,0.707,0
0.4588,0,0.857,0.143
-0.0772,0.174,0.671,0.154
0.1027,0.218,0.591,0.191
0.296,0.068,0.811,0.122
0.7065,0,0.707,0.293
-0.3291,0.144,0.856,0
0,0,1,0
-0.8264,0.171,0.829,0
0.7003,0,0.547,0.453
-0.5423,0.368,0.632,0
0.4199,0,0.741,0.259
0.6588,0,0.695,0.305
0.1531,0.189,0.574,0.238
0.5489,0,0.891,0.109
-0.8649,0.204,0.761,0.035
0.4404,0,0.775,0.225
0.6124,0,0.706,0.294
0,0,1,0
0.1027,0.337,0.288,0.375
-0.419,0.12,0.782,0.097
-0.5525,0.172,0.722,0.106
0.3182,0,0.892,0.108
0,0,1,0
-0.9366,0.148,0.831,0.021
0.9909,0.02,0.836,0.144
0.8877,0,0.759,0.241
0.9891,0.014,0.722,0.264
0.659,0.146,0.663,0.19
0,0,1,0
0.9724,0.019,0.735,0.246
-0.438,0.091,0.909,0
-0.6597,0.524,0.476,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.7096,0.496,0.504,0
0,0,1,0
-0.6597,0.468,0.532,0
0,0,1,0
0,0,1,0
0.5423,0.058,0.772,0.17
0,0,1,0
0,0,1,0
0.4574,0,0.875,0.125
0,0,1,0
0,0,1,0
-0.4215,0.203,0.797,0
0.8429,0,0.832,0.168
0,0,1,0
0,0,1,0
-0.3939,0.244,0.615,0.141
0,0,1,0
0.4404,0,0.828,0.172
0,0,1,0
-0.6767,0.182,0.818,0
-0.6486,0.301,0.699,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4019,0,0.895,0.105
0.4871,0.095,0.7,0.205
0.3612,0,0.848,0.152
0,0,1,0
0.4767,0,0.721,0.279
0.5994,0,0.606,0.394
-0.6381,0.293,0.638,0.069
0.802,0,0.767,0.233
0,0,1,0
0.7227,0,0.757,0.243
-0.5574,0.315,0.685,0
0,0,1,0
0.8555,0,0.822,0.178
-0.8225,0.15,0.85,0
0.4696,0,0.898,0.102
-0.0516,0.063,0.938,0
0.5777,0,0.762,0.238
0.4019,0,0.722,0.278
0,0,1,0
0.7739,0,0.373,0.627
-0.2846,0.096,0.857,0.047
0.8148,0.02,0.887,0.094
0,0,1,0
0.4019,0,0.748,0.252
0,0,1,0
-0.1027,0.072,0.928,0
0.504,0,0.771,0.229
0.1511,0,0.91,0.09
0,0,1,0
0.4404,0,0.873,0.127
0,0,1,0
0,0,1,0
-0.5859,0.432,0.568,0
-0.4215,0.388,0.612,0
0,0,1,0
0,0,1,0
-0.1754,0.081,0.82,0.099
0,0,1,0
0.9089,0.034,0.822,0.144
0.9992,0.04,0.812,0.148
-0.0516,0.118,0.882,0
0,0,1,0
0.8602,0,0.173,0.827
0.6607,0,0.845,0.155
-0.3995,0.236,0.595,0.169
0.5574,0.041,0.852,0.107
-0.6213,0.105,0.895,0
0,0,1,0
-0.9757,0.241,0.659,0.1
0.5994,0,0.855,0.145
-0.296,0.18,0.82,0
0,0,1,0
-0.6124,0.19,0.81,0
0.3612,0,0.828,0.172
0,0,1,0
0.8176,0.019,0.882,0.098
0.4374,0,0.855,0.145
0.1779,0,0.847,0.153
0.4404,0,0.888,0.112
0,0,1,0
-0.0772,0.072,0.865,0.064
-0.4344,0.08,0.865,0.055
0,0,1,0
-0.6731,0.258,0.742,0
0,0,1,0
-0.5255,0.274,0.726,0
0,0,1,0
0,0,1,0
0,0,1,0
0.7357,0.139,0.617,0.245
0.128,0.111,0.73,0.159
0,0,1,0
0,0,1,0
-0.6486,0.323,0.677,0
0.8881,0.034,0.864,0.102
-0.1027,0.104,0.896,0
0.6369,0,0.244,0.756
0,0,1,0
0.8771,0.093,0.708,0.199
-0.4215,0.118,0.882,0
0.0772,0,0.971,0.029
0.743,0,0.717,0.283
0.8885,0,0.561,0.439
0,0,1,0
0,0,1,0
-0.4019,0.184,0.816,0
0,0,1,0
0.5927,0,0.675,0.325
0.4939,0,0.802,0.198
0.9678,0.006,0.9,0.093
0,0,1,0
0.8271,0,0.742,0.258
0,0,1,0
0,0,1,0
0,0,1,0
0.2883,0.122,0.723,0.155
0,0,1,0
0,0,1,0
0.8366,0,0.841,0.159
-0.0258,0.102,0.803,0.095
0.4753,0,0.694,0.306
0,0,1,0
0.9722,0.033,0.745,0.222
-0.7089,0.55,0.45,0
0.34,0,0.745,0.255
-0.2075,0.08,0.92,0
-0.1531,0.286,0.714,0
-0.5574,0.231,0.769,0
-0.1027,0.318,0.682,0
0.1027,0,0.682,0.318
-0.7159,0.161,0.75,0.089
0.2287,0.106,0.776,0.119
0.3182,0,0.937,0.063
0,0,1,0
-0.2103,0.124,0.785,0.091
-0.5994,0.62,0.38,0
0.3818,0.114,0.702,0.184
0,0.442,0.116,0.442
0.6486,0.065,0.712,0.223
0.5859,0,0.568,0.432
-0.25,0.246,0.593,0.161
0.9812,0.015,0.841,0.143
-0.6908,0.164,0.836,0
0.6705,0.084,0.654,0.262
0.5719,0.066,0.705,0.229
0.6124,0,0.583,0.417
-0.4404,0.42,0.58,0
0.6239,0,0.761,0.239
0.8374,0,0.472,0.528
0,0,0,0
0,0,1,0
0,0,1,0
-0.7906,0.636,0.364,0
0.2023,0,0.87,0.13
0.5778,0,0.839,0.161
0.6808,0,0.517,0.483
0.6369,0,0.543,0.457
0,0,1,0
0.3744,0,0.875,0.125
0,0,1,0
0,0,1,0
0.3612,0,0.737,0.263
0.3818,0,0.806,0.194
0.7249,0,0.897,0.103
0,0,1,0
0,0,1,0
0.0258,0,0.959,0.041
0.3612,0,0.884,0.116
0.0772,0,0.925,0.075
-0.0516,0.07,0.93,0
0,0,1,0
-0.449,0.047,0.953,0
0,0,1,0
0.974,0.036,0.831,0.133
0,0,1,0
-0.3723,0.137,0.766,0.096
-0.3788,0.107,0.829,0.064
-0.5077,0.184,0.816,0
0.504,0,0.734,0.266
0,0,1,0
0,0,1,0
0,0,1,0
0.6841,0.037,0.825,0.138
0.4215,0.115,0.625,0.26
0,0,1,0
0.802,0,0.495,0.505
0.6166,0,0.634,0.366
0.7076,0,0.605,0.395
0.9193,0.013,0.864,0.123
0.2263,0,0.913,0.087
-0.4199,0.218,0.782,0
0.0953,0.243,0.488,0.269
0.4939,0,0.61,0.39
0.4696,0,0.662,0.338
0,0,1,0
-0.3736,0.096,0.904,0
0.4871,0,0.835,0.165
0,0,1,0
0.6705,0,0.744,0.256
0.0258,0.063,0.871,0.066
0,0,1,0
0.5255,0,0.793,0.207
0,0,1,0
0.743,0,0.674,0.326
0.6124,0,0.714,0.286
0.1531,0,0.904,0.096
-0.0534,0.071,0.834,0.095
0,0,1,0
0.436,0,0.884,0.116
-0.5362,0.389,0.611,0
0.564,0,0.91,0.09
-0.636,0.356,0.495,0.149
0.5168,0.049,0.82,0.132
0.7003,0,0.408,0.592
0,0,1,0
0.504,0,0.88,0.12
0.4215,0,0.797,0.203
0,0,1,0
-0.2732,0.22,0.621,0.158
0,0,1,0
0.4404,0.031,0.896,0.073
0.8336,0.038,0.773,0.19
0.2263,0,0.513,0.487
0.9909,0.02,0.836,0.144
0.2168,0.074,0.818,0.109
0.3612,0,0.848,0.152
0.6199,0,0.851,0.149
0.34,0,0.455,0.545
0,0,1,0
0.3182,0,0.827,0.173
-0.0258,0.129,0.753,0.118
0,0,1,0
0.8066,0,0.644,0.356
0.3773,0.039,0.87,0.09
0,0,1,0
-0.5815,0.43,0.57,0
-0.3612,0.152,0.848,0
0.3164,0.126,0.631,0.243
-0.5106,0.194,0.676,0.13
0.7506,0,0.632,0.368
0.0129,0.144,0.71,0.146
-0.5848,0.24,0.76,0
0,0,1,0
0.4199,0,0.715,0.285
0.0772,0,0.698,0.302
-0.2869,0.178,0.822,0
0,0,1,0
0,0,1,0
-0.3612,0.128,0.872,0
0.6486,0,0.892,0.108
-0.508,0.215,0.785,0
-0.5023,0.135,0.803,0.062
0.9831,0.03,0.823,0.148
0,0,1,0
0.0129,0.029,0.941,0.03
0,0,1,0
0.8091,0,0.49,0.51
0.6639,0.056,0.839,0.106
0.4199,0,0.518,0.482
0.3692,0,0.911,0.089
0,0,1,0
0.7906,0,0.533,0.467
0,0,1,0
0.5256,0,0.674,0.326
0.6249,0,0.895,0.105
0,0,1,0
0,0,1,0
0.4404,0,0.775,0.225
-0.4215,0.189,0.811,0
0,0,1,0
0.5242,0,0.892,0.108
0,0,1,0
0,0,1,0
0.4988,0.16,0.694,0.146
0.9623,0.014,0.821,0.165
0.2411,0.039,0.937,0.024
-0.6199,0.083,0.917,0
0.5606,0.043,0.854,0.103
-0.6486,0.381,0.619,0
0.6068,0.054,0.868,0.078
0,0,1,0
0,0,1,0
0,0,1,0
0.6679,0,0.877,0.123
0,0,1,0
0.5719,0,0.63,0.37
-0.5719,0.32,0.68,0
0.4215,0,0.891,0.109
-0.8805,0.118,0.857,0.024
-0.3167,0.062,0.909,0.029
0.3932,0.046,0.823,0.131
0.9206,0,0.763,0.237
0,0,1,0
0.3379,0.052,0.88,0.068
0.347,0.206,0.475,0.319
0,0,1,0
0.7236,0,0.398,0.602
0.6369,0,0.588,0.412
0.3612,0.02,0.94,0.041
0.8609,0.03,0.821,0.149
-0.4404,0.108,0.892,0
0,0,1,0
0,0,1,0
-0.4019,0.278,0.722,0
0.4019,0,0.903,0.097
0.264,0.109,0.76,0.131
0,0,1,0
0.2732,0.244,0.336,0.42
0,0,1,0
0.3527,0,0.899,0.101
0.8315,0,0.747,0.253
0.7003,0,0.82,0.18
0.4404,0,0.756,0.244
0,0,1,0
0,0,1,0
0.7657,0,0.881,0.119
0.9565,0,0.72,0.28
0.296,0,0.577,0.423
0.0772,0,0.794,0.206
0.5678,0,0.825,0.175
-0.3374,0.071,0.886,0.043
-0.1779,0.043,0.957,0
0.7003,0,0.901,0.099
0,0,1,0
0,0,1,0
0,0,1,0
-0.6654,0.69,0.31,0
0.5273,0.03,0.859,0.111
-0.6124,0.455,0.545,0
0,0,1,0
-0.4767,0.351,0.515,0.134
0.54,0,0.868,0.132
0,0,1,0
0.7964,0,0.835,0.165
0,0,1,0
0.7926,0.04,0.878,0.082
0.6908,0,0.807,0.193
0,0,1,0
0.8302,0,0.818,0.182
0,0,1,0
-0.8918,0.124,0.843,0.033
-0.128,0.158,0.842,0
0,0,1,0
0.2714,0,0.92,0.08
0.2869,0,0.858,0.142
0,0,1,0
0,0,1,0
0,0,1,0
0.504,0,0.899,0.101
0,0,1,0
0.9001,0,0.768,0.232
0,0,1,0
0,0,1,0
0,0,1,0
0.3365,0,0.791,0.209
0,0,1,0
0,0,1,0
0.4329,0,0.848,0.152
0,0,1,0
0.2263,0.132,0.661,0.207
-0.2411,0.098,0.902,0
0.4404,0,0.861,0.139
-0.6808,0.315,0.685,0
-0.1779,0.263,0.526,0.211
0,0,1,0
0,0,1,0
0.1341,0.06,0.868,0.073
-0.6312,0.147,0.853,0
-0.34,0.194,0.806,0
0.9592,0,0.752,0.248
0.781,0,0.671,0.329
0,0,1,0
0,0,1,0
-0.5106,0.212,0.646,0.142
-0.8683,0.185,0.78,0.035
0,0,1,0
0.5499,0,0.917,0.083
0.2263,0,0.678,0.322
0.4588,0.044,0.863,0.092
0.636,0,0.679,0.321
0,0.102,0.795,0.102
-0.6351,0.677,0.323,0
0.807,0,0.451,0.549
0.9006,0.039,0.657,0.303
0.7845,0,0.533,0.467
0.5994,0,0.836,0.164
0.6705,0,0.744,0.256
0.7256,0,0.644,0.356
-0.7345,0.553,0.447,0
0,0,1,0
0.9244,0.041,0.67,0.29
-0.8316,0.355,0.645,0
0,0,1,0
-0.8828,0.469,0.436,0.095
-0.1531,0.286,0.714,0
0.4215,0.141,0.573,0.286
0.25,0,0.714,0.286
-0.855,0.14,0.86,0
0.9814,0,0.648,0.352
0.6997,0,0.792,0.208
-0.1337,0.284,0.444,0.272
0,0,1,0
0.9599,0.048,0.834,0.118
0,0,1,0
-0.0422,0.199,0.614,0.187
0,0,1,0
0,0.132,0.737,0.132
0.9679,0.055,0.82,0.125
0.4939,0,0.758,0.242
0.4215,0,0.865,0.135
0,0,1,0
0.4404,0,0.734,0.266
0,0,1,0
0,0,1,0
-0.2023,0.184,0.816,0
0,0,1,0
0.2144,0,0.938,0.062
-0.4404,0.266,0.734,0
0,0,1,0
0.7107,0.047,0.861,0.092
-0.1027,0.104,0.896,0
-0.5106,0.151,0.795,0.054
0,0,1,0
0.6124,0.098,0.699,0.203
0,0,1,0
-0.0772,0.092,0.847,0.062
0.1464,0.086,0.789,0.125
0.5267,0,0.732,0.268
-0.3412,0.231,0.769,0
0,0,1,0
0.7778,0,0.729,0.271
0.5106,0,0.68,0.32
0.8999,0,0.586,0.414
0,0,1,0
0.5475,0.07,0.754,0.176
0.3612,0,0.286,0.714
-0.4215,0.359,0.641,0
0.4215,0.052,0.829,0.118
0,0,1,0
-0.4588,0.097,0.903,0
-0.5106,0.109,0.891,0
0.5719,0,0.861,0.139
0.6369,0,0.656,0.344
0,0,1,0
0.824,0.011,0.919,0.069
0.4576,0,0.786,0.214
0.7263,0,0.644,0.356
0.2869,0,0.822,0.178
-0.2023,0.159,0.721,0.12
0,0,1,0
0.5803,0,0.885,0.115
-0.6486,0.182,0.756,0.062
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.7425,0,0.674,0.326
0.2593,0.157,0.724,0.119
0,0,1,0
0,0,1,0
0.6597,0,0.759,0.241
0.1179,0,0.935,0.065
0.9233,0.048,0.779,0.172
0.6588,0,0.577,0.423
0.6381,0,0.88,0.12
0.4767,0,0.923,0.077
-0.4137,0.099,0.901,0
0.7722,0.056,0.874,0.071
0,0,1,0
0,0,1,0
