Compounds,Neg,Neu,Pos
0.7717,0.069,0.623,0.308
0,0,1,0
0,0.065,0.871,0.065
0.7717,0,0.675,0.325
0.6166,0,0.498,0.502
0.2168,0.044,0.895,0.062
0,0,1,0
0,0,1,0
-0.6369,0.231,0.769,0
0.296,0.127,0.686,0.186
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.802,0,0.801,0.199
0,0,1,0
0,0,1,0
0,0,1,0
-0.2732,0.231,0.769,0
0.9554,0.065,0.753,0.182
0,0,1,0
0.0772,0,0.822,0.178
0,0,1,0
0.7269,0.097,0.727,0.176
-0.5255,0.201,0.72,0.079
0.6072,0.076,0.707,0.217
-0.7026,0.195,0.805,0
0.4228,0.144,0.661,0.196
0,0,1,0
0.7722,0,0.749,0.251
0,0,1,0
0.7003,0,0.721,0.279
-0.34,0.206,0.651,0.143
-0.8621,0.297,0.64,0.063
0,0,1,0
0,0,1,0
0,0,1,0
-0.1779,0.074,0.862,0.064
0.128,0.148,0.671,0.181
0.5994,0.063,0.827,0.11
-0.2732,0.048,0.952,0
0.3067,0,0.934,0.066
-0.8463,0.103,0.822,0.074
0,0,1,0
0,0,1,0
-0.5267,0.35,0.5,0.15
-0.5574,0.141,0.859,0
-0.4019,0.078,0.922,0
0.7964,0.05,0.709,0.241
0.0258,0.173,0.647,0.18
0.1531,0.076,0.828,0.097
-0.8324,0.298,0.587,0.115
0,0,1,0
-0.7269,0.295,0.645,0.06
0,0,1,0
0.3612,0,0.872,0.128
0.4728,0,0.781,0.219
0.2023,0.142,0.676,0.182
0.3313,0.071,0.793,0.136
-0.296,0.18,0.82,0
0.0572,0,0.908,0.092
-0.3818,0.094,0.906,0
0.4084,0,0.901,0.099
-0.8625,0.278,0.627,0.095
0,0,0,0
0.0772,0.176,0.634,0.19
0.8721,0,0.688,0.312
0,0,1,0
0.34,0.139,0.633,0.228
-0.5106,0.524,0.476,0
0.3612,0,0.889,0.111
0.894,0.056,0.588,0.356
-0.3182,0.108,0.892,0
-0.6331,0.41,0.59,0
-0.3527,0.159,0.841,0
-0.913,0.172,0.768,0.06
0,0,1,0
0.2023,0.313,0.391,0.297
-0.886,0.366,0.634,0
-0.792,0.228,0.673,0.099
0.9062,0,0.627,0.373
0.4995,0.032,0.874,0.094
0.5423,0,0.78,0.22
0.9196,0.044,0.667,0.288
-0.3257,0.119,0.795,0.086
-0.913,0.169,0.773,0.059
-0.836,0.218,0.782,0
0.1695,0.18,0.648,0.172
-0.4019,0.137,0.863,0
-0.4629,0.076,0.895,0.029
0.3094,0.104,0.765,0.131
0,0,1,0
-0.6322,0.274,0.726,0
0.1531,0,0.652,0.348
0.8047,0.032,0.72,0.249
0.5859,0.077,0.723,0.2
0.0516,0.192,0.604,0.203
0.0261,0.105,0.785,0.11
0.5514,0,0.737,0.263
-0.3612,0.209,0.698,0.093
-0.6973,0.23,0.77,0
0,0,1,0
0.4215,0,0.588,0.412
0,0,1,0
-0.4404,0.293,0.707,0
0.1739,0.258,0.538,0.204
0.4019,0,0.828,0.172
0.8028,0.073,0.823,0.104
-0.0516,0.122,0.766,0.113
-0.34,0.238,0.61,0.152
0,0,1,0
-0.3164,0.048,0.922,0.03
0.2023,0,0.859,0.141
0.8402,0,0.71,0.29
0,0,1,0
0.2516,0.281,0.351,0.369
0.1831,0.128,0.703,0.17
0.296,0,0.929,0.071
0,0,1,0
-0.787,0.118,0.797,0.086
-0.9168,0.24,0.652,0.108
0.4756,0.083,0.726,0.19
-0.9727,0.214,0.752,0.034
0.5423,0.176,0.382,0.443
0,0,1,0
-0.4786,0.147,0.853,0
0.352,0.131,0.634,0.235
0,0,1,0
0.4588,0,0.733,0.267
0.7998,0.034,0.786,0.181
0.7424,0,0.451,0.549
0,0,1,0
0,0,1,0
0.644,0.067,0.775,0.158
-0.4939,0.348,0.652,0
0.9629,0.056,0.751,0.193
-0.5204,0.272,0.728,0
0.7506,0.05,0.781,0.169
0,0,1,0
0,0,1,0
0.6743,0,0.475,0.525
0.2023,0.176,0.541,0.284
0.7126,0.061,0.821,0.118
0.508,0.085,0.694,0.22
-0.5994,0.259,0.741,0
0,0,1,0
0.9584,0,0.844,0.156
0.7456,0,0.321,0.679
0.4215,0,0.588,0.412
0.4404,0,0.838,0.162
0.954,0.02,0.774,0.206
-0.2415,0.26,0.557,0.183
-0.5233,0.104,0.896,0
-0.296,0.099,0.901,0
0,0,1,0
0.6808,0.031,0.835,0.135
0.5023,0,0.919,0.081
0.6767,0,0.687,0.313
0,0,1,0
0.6705,0,0.732,0.268
-0.264,0.205,0.795,0
0.4939,0,0.814,0.186
0.5093,0,0.477,0.523
-0.1232,0.052,0.948,0
0.3818,0,0.809,0.191
-0.3182,0.223,0.777,0
0.9153,0,0.484,0.516
0.4019,0,0.828,0.172
0.25,0,0.889,0.111
0.4738,0,0.565,0.435
-0.9335,0.223,0.712,0.065
-0.1027,0.149,0.851,0
-0.34,0.146,0.854,0
0.1962,0.113,0.749,0.138
0.6369,0,0.769,0.231
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.7876,0,0.668,0.332
-0.539,0.142,0.858,0
-0.2263,0.126,0.8,0.074
-0.4767,0.383,0.617,0
0,0,1,0
0.4404,0,0.734,0.266
0,0,1,0
0.296,0,0.845,0.155
0,0,1,0
0,0,1,0
-0.4184,0.317,0.683,0
0.3612,0,0.737,0.263
-0.4201,0.259,0.741,0
-0.765,0.409,0.591,0
0,0,1,0
-0.6199,0.311,0.689,0
-0.395,0.136,0.864,0
0.7003,0,0.58,0.42
0.5106,0,0.875,0.125
-0.7722,0.228,0.691,0.082
0,0,1,0
0.7311,0,0.882,0.118
0.2244,0.097,0.782,0.121
-0.8392,0.416,0.584,0
-0.5191,0.183,0.817,0
0,0,1,0
-0.7717,0.283,0.717,0
-0.2415,0.26,0.557,0.183
0,0,1,0
0,0,1,0
0.3818,0,0.833,0.167
-0.7991,0.165,0.741,0.094
-0.8126,0.177,0.823,0
-0.4871,0.157,0.748,0.095
-0.5915,0.255,0.671,0.075
0,0,1,0
0,0,1,0
-0.5267,0.254,0.746,0
-0.2023,0.063,0.938,0
0.128,0.123,0.726,0.151
0.4199,0.038,0.866,0.096
0,0,1,0
-0.7301,0.128,0.821,0.052
0.3612,0,0.737,0.263
0.0258,0.119,0.757,0.124
-0.4404,0.244,0.756,0
-0.2023,0.173,0.693,0.134
0,0,1,0
-0.4404,0.226,0.669,0.105
0.0761,0.082,0.845,0.072
0.8105,0,0.807,0.193
-0.4404,0.126,0.816,0.058
0,0,1,0
0,0,1,0
0.5473,0,0.629,0.371
-0.2247,0.248,0.497,0.255
0,0,1,0
0.3049,0.161,0.587,0.252
0.4019,0,0.649,0.351
-0.7269,0.197,0.803,0
0.0572,0,0.804,0.196
-0.6722,0.145,0.82,0.035
-0.0516,0.137,0.714,0.148
0.6597,0,0.649,0.351
0,0,1,0
-0.4215,0.241,0.759,0
0.7229,0.112,0.701,0.186
0.4404,0,0.707,0.293
0.5974,0,0.87,0.13
0,0,1,0
0,0,1,0
0.9204,0.062,0.751,0.187
0,0,1,0
0,0,1,0
0.4404,0,0.633,0.367
0,0,1,0
0.807,0,0.819,0.181
0.2247,0,0.76,0.24
0.4404,0,0.408,0.592
-0.8118,0.345,0.655,0
0.8562,0.045,0.568,0.387
0,0,1,0
-0.2263,0.049,0.951,0
-0.481,0.207,0.793,0
-0.6249,0.367,0.425,0.208
-0.7537,0.179,0.741,0.081
0,0,1,0
-0.296,0.121,0.879,0
-0.5574,0.474,0.526,0
0.8728,0,0.547,0.453
-0.0552,0.09,0.811,0.099
0,0,1,0
-0.5574,0.159,0.841,0
0.7783,0,0.786,0.214
0.6072,0,0.893,0.107
0,0,1,0
0.6124,0,0.783,0.217
-0.6077,0.629,0.174,0.197
0.4019,0,0.787,0.213
0.4588,0.092,0.68,0.228
0.8225,0,0.317,0.683
-0.34,0.15,0.778,0.072
0.3182,0,0.566,0.434
0,0,1,0
0.4019,0,0.649,0.351
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.1007,0.135,0.706,0.158
0,0,1,0
-0.5423,0.28,0.72,0
0.3326,0.075,0.751,0.174
-0.7351,0.787,0,0.213
-0.6486,0.323,0.677,0
0,0,1,0
0.7351,0,0.853,0.147
0.2732,0,0.769,0.231
0,0,1,0
0,0,1,0
0.3612,0,0.898,0.102
-0.5574,0.31,0.69,0
0.3612,0,0.545,0.455
0,0,1,0
-0.1759,0.361,0.362,0.277
0.1531,0.065,0.852,0.082
0,0,1,0
0.8153,0,0.878,0.122
0,0,1,0
0.3182,0,0.465,0.535
0,0,1,0
0.4404,0,0.58,0.42
0,0,1,0
0.3107,0.219,0.523,0.258
0,0,1,0
-0.6908,0.533,0.467,0
-0.5688,0.401,0.599,0
-0.8882,0.311,0.633,0.056
0.8533,0.036,0.793,0.171
-0.1027,0.159,0.664,0.177
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6185,0.103,0.634,0.263
0.8116,0.026,0.829,0.145
0.2103,0.098,0.757,0.145
0.75,0,0.738,0.262
-0.7783,0.298,0.702,0
-0.2732,0.412,0.588,0
-0.5106,0.231,0.769,0
-0.296,0.268,0.732,0
0.3182,0,0.839,0.161
0.2732,0.147,0.629,0.224
0.4215,0,0.588,0.412
-0.3182,0.277,0.723,0
0.5574,0,0.69,0.31
-0.296,0.078,0.922,0
0.872,0,0.377,0.623
0.7269,0.106,0.549,0.345
-0.128,0.198,0.617,0.185
-0.2212,0.158,0.842,0
-0.8795,0.454,0.546,0
0.8316,0,0.658,0.342
-0.8176,0.254,0.746,0
-0.296,0.168,0.705,0.128
-0.9316,0.141,0.817,0.042
-0.9745,0.168,0.807,0.024
0.6369,0,0.763,0.237
0.2263,0.099,0.745,0.155
0.6416,0.028,0.905,0.067
-0.0516,0.228,0.556,0.217
-0.4767,0.22,0.78,0
0,0,1,0
-0.7777,0.694,0.306,0
-0.8091,0.137,0.832,0.032
-0.836,0.634,0.276,0.09
0.7269,0,0.738,0.262
0.4404,0,0.674,0.326
0.6369,0,0.192,0.808
0.9885,0.072,0.632,0.296
0.0387,0,0.929,0.071
-0.2722,0.104,0.798,0.098
-0.296,0.071,0.929,0
0,0,1,0
0,0,1,0
0.6249,0,0.611,0.389
0.3818,0,0.278,0.722
0,0,1,0
0.4019,0.12,0.656,0.224
-0.7469,0.17,0.83,0
0.3182,0.33,0.309,0.361
0.9593,0,0.861,0.139
0,0,1,0
0.1695,0,0.915,0.085
0,0,1,0
-0.5423,0.368,0.632,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.8441,0.15,0.766,0.084
-0.4774,0.336,0.505,0.159
0,0,1,0
0,0,1,0
0.5994,0,0.855,0.145
0.4215,0,0.763,0.237
0,0,1,0
-0.3686,0.141,0.768,0.091
-0.3291,0.209,0.673,0.118
0.0772,0.131,0.727,0.142
-0.5106,0.185,0.815,0
0.7096,0,0.576,0.424
-0.128,0.152,0.728,0.119
0,0,1,0
0.4871,0,0.816,0.184
0.8481,0,0.796,0.204
0,0,1,0
0.0022,0.126,0.747,0.126
-0.7096,0.312,0.688,0
0.8573,0.061,0.711,0.228
0.3291,0,0.911,0.089
-0.6705,0.213,0.787,0
-0.8122,0.649,0.351,0
0,0,1,0
0.3612,0,0.762,0.238
0.4404,0,0.805,0.195
-0.1926,0.064,0.894,0.042
0.6833,0,0.634,0.366
0,0,1,0
-0.7184,0.146,0.854,0
0,0,1,0
-0.2023,0.153,0.847,0
0,0,1,0
-0.6662,0.288,0.712,0
0,0,1,0
0,0,1,0
-0.3085,0.129,0.761,0.11
0.233,0.097,0.794,0.109
0.8658,0,0.614,0.386
0.0772,0,0.698,0.302
-0.5423,0.226,0.774,0
0.2732,0,0.949,0.051
0,0,1,0
0.2636,0.08,0.788,0.132
-0.1531,0.284,0.515,0.201
0,0,1,0
-0.4019,0.231,0.769,0
0.5423,0.128,0.638,0.234
0.853,0.022,0.823,0.156
0,0,1,0
0.3612,0,0.898,0.102
0.8779,0,0.442,0.558
-0.8122,0.146,0.789,0.065
-0.3182,0.121,0.779,0.1
0,0,1,0
0,0,1,0
-0.7236,0.336,0.664,0
0,0,1,0
0,0,1,0
0.4404,0,0.508,0.492
0.1779,0.093,0.753,0.154
0.4404,0,0.339,0.661
0,0,1,0
-0.5423,0.259,0.741,0
0.6124,0,0.839,0.161
0.6705,0,0.686,0.314
0.8176,0,0.605,0.395
-0.5106,0.268,0.732,0
0.4567,0.035,0.884,0.081
0.4926,0,0.758,0.242
-0.6767,0.236,0.764,0
0,0,1,0
0,0,1,0
0.7581,0,0.835,0.165
-0.3818,0.245,0.755,0
-0.5709,0.381,0.619,0
0,0,1,0
0.6369,0,0.839,0.161
-0.5106,0.238,0.651,0.111
-0.4215,0.322,0.424,0.254
0.1048,0.156,0.675,0.169
0.3182,0,0.901,0.099
0,0,1,0
0.4199,0,0.782,0.218
0,0,1,0
0,0,1,0
0,0,1,0
0.3182,0,0.303,0.697
0.6808,0,0.804,0.196
-0.9577,0.204,0.779,0.017
-0.1027,0.057,0.943,0
0.5983,0,0.85,0.15
0,0,1,0
-0.5994,0.305,0.561,0.133
0,0,1,0
-0.36,0.154,0.764,0.081
0.099,0.192,0.633,0.175
0.5574,0,0.783,0.217
0.9151,0,0.579,0.421
0,0,1,0
0.4019,0,0.856,0.144
0,0,1,0
0.6486,0,0.831,0.169
0,0,1,0
0.6369,0,0.756,0.244
-0.4215,0.167,0.833,0
-0.294,0.217,0.625,0.158
0.5095,0,0.785,0.215
-0.7531,0.576,0.424,0
0.7003,0,0.508,0.492
0,0,1,0
-0.5574,0.783,0.217,0
-0.1531,0.186,0.814,0
0.5719,0.141,0.537,0.322
0.8416,0,0.762,0.238
-0.8478,0.301,0.699,0
0,0,1,0
-0.1926,0.129,0.778,0.092
0,0,1,0
0,0,1,0
0.1007,0,0.92,0.08
0,0,1,0
0.7506,0,0.808,0.192
0.4445,0,0.732,0.268
-0.2732,0.324,0.45,0.225
0.3699,0.161,0.569,0.27
0,0,1,0
0.8919,0,0.767,0.233
0.9088,0,0.748,0.252
0.7143,0,0.814,0.186
-0.8524,0.271,0.6,0.129
0.9218,0.017,0.852,0.131
0.6943,0,0.659,0.341
0,0,1,0
0.7351,0,0.816,0.184
0.928,0.115,0.684,0.201
-0.8055,0.509,0.491,0
-0.8616,0.488,0.512,0
0.4939,0,0.652,0.348
0.5994,0,0.698,0.302
0.8176,0.047,0.852,0.101
0,0,1,0
-0.6808,0.111,0.841,0.049
0.0644,0,0.923,0.077
-0.81,0.087,0.87,0.042
0.128,0.202,0.55,0.248
0.0498,0.098,0.797,0.105
-0.7065,0.595,0.405,0
-0.4215,0.117,0.838,0.046
0,0,1,0
-0.1007,0.127,0.71,0.163
0,0,1,0
-0.2263,0.101,0.899,0
0,0,1,0
-0.7916,0.334,0.666,0
0.3182,0,0.796,0.204
0.3983,0.13,0.541,0.329
0,0,1,0
-0.5499,0.267,0.65,0.083
0.5106,0,0.863,0.137
0.4404,0,0.804,0.196
0.7236,0,0.698,0.302
-0.1027,0.072,0.928,0
-0.2732,0.344,0.656,0
-0.4939,0.154,0.846,0
-0.34,0.231,0.769,0
0.6351,0,0.659,0.341
0.1955,0.139,0.664,0.196
-0.3384,0.148,0.763,0.089
0,0,1,0
-0.4101,0.255,0.745,0
-0.2023,0.283,0.542,0.175
0.296,0,0.313,0.688
0,0,1,0
0.0772,0,0.698,0.302
0.1027,0.144,0.685,0.171
0.4939,0,0.824,0.176
-0.6261,0.094,0.906,0
0,0,1,0
0.3612,0,0.828,0.172
-0.6249,0.421,0.579,0
0.296,0.255,0.377,0.368
0,0,1,0
0,0,1,0
0,0,1,0
0.7964,0,0.559,0.441
0.6124,0,0.8,0.2
-0.2183,0.189,0.811,0
0.4703,0,0.746,0.254
0,0,1,0
-0.5267,0.116,0.884,0
-0.5859,0.559,0.441,0
0.4404,0,0.925,0.075
0,0,1,0
0.7906,0.03,0.839,0.131
0,0,1,0
0,0,1,0
0,0,1,0
0.2263,0,0.881,0.119
0,0,1,0
-0.767,0.218,0.7,0.082
-0.2382,0.08,0.853,0.067
0.5574,0,0.874,0.126
-0.4019,0.231,0.769,0
-0.3818,0.245,0.755,0
0.6747,0.105,0.607,0.288
-0.3182,0.161,0.839,0
-0.2732,0.065,0.935,0
-0.4939,0.076,0.924,0
-0.8294,0.564,0.436,0
0.7184,0,0.8,0.2
0.4404,0,0.58,0.42
0.6072,0.08,0.694,0.225
0.631,0.128,0.513,0.359
0,0,1,0
0.8801,0.029,0.843,0.128
-0.92,0.317,0.634,0.049
-0.5423,0.28,0.72,0
0,0,1,0
-0.1027,0.195,0.575,0.23
0,0,1,0
-0.9235,0.16,0.802,0.039
-0.6932,0.252,0.748,0
0.4215,0,0.741,0.259
0,0,1,0
0,0,1,0
0,0,1,0
-0.8225,0.185,0.815,0
0.2805,0.041,0.87,0.089
0.2247,0,0.888,0.112
0.3182,0,0.635,0.365
-0.1779,0.211,0.621,0.168
0.3612,0,0.545,0.455
0.3182,0,0.827,0.173
-0.743,0.344,0.656,0
0.6369,0,0.536,0.464
-0.7783,0.191,0.754,0.054
0,0,1,0
0.1531,0,0.89,0.11
0,0,1,0
-0.47,0.162,0.838,0
0,0,1,0
-0.0572,0.169,0.831,0
0.9195,0,0.754,0.246
-0.1761,0.051,0.909,0.04
0,0,1,0
0,0,1,0
0.128,0.123,0.726,0.151
0,0,1,0
-0.5423,0.28,0.72,0
-0.7184,0.4,0.6,0
0,0,1,0
-0.5367,0.198,0.802,0
0.69,0,0.76,0.24
0,0,1,0
-0.5106,0.109,0.891,0
0.4926,0,0.775,0.225
0,0,1,0
0.1779,0.084,0.805,0.111
0,0,1,0
0,0,1,0
0,0,1,0
0.6573,0.139,0.601,0.259
0,0,1,0
0.802,0,0.837,0.163
0.4019,0,0.649,0.351
-0.7906,0.471,0.529,0
-0.4767,0.508,0.492,0
0,0,1,0
0,0,1,0
0.3049,0.044,0.821,0.136
0.0258,0.123,0.724,0.153
0.8558,0.052,0.588,0.36
-0.2624,0.046,0.925,0.029
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4019,0,0.787,0.213
0,0,1,0
-0.1298,0.17,0.692,0.138
0.3612,0,0.828,0.172
0,0,1,0
0,0,1,0
0.3182,0,0.566,0.434
0.1449,0.06,0.872,0.067
0.4404,0,0.861,0.139
-0.3384,0.172,0.729,0.099
-0.5046,0.12,0.88,0
-0.0972,0.136,0.733,0.131
0,0,1,0
0.5994,0,0.738,0.262
-0.5574,0.261,0.739,0
0.6249,0,0.687,0.313
0.8178,0.086,0.796,0.118
-0.9308,0.195,0.728,0.077
0.4954,0.047,0.855,0.098
-0.7003,0.092,0.865,0.042
0,0,1,0
0,0,1,0
0.25,0,0.6,0.4
0.3573,0.062,0.856,0.081
-0.6597,0.423,0.417,0.161
-0.481,0.194,0.806,0
0.6767,0,0.664,0.336
0,0,1,0
-0.4215,0.203,0.797,0
-0.4995,0.184,0.739,0.076
0.4871,0,0.743,0.257
-0.5423,0.097,0.903,0
0.4404,0,0.674,0.326
0,0,1,0
-0.891,0.356,0.644,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.4404,0.162,0.838,0
-0.3818,0.394,0.606,0
0.7003,0.106,0.676,0.218
0,0,1,0
-0.5859,0.432,0.568,0
0,0,1,0
-0.7096,0.467,0.355,0.178
-0.802,0.577,0.423,0
0,0,1,0
0,0,1,0
0.2481,0.183,0.564,0.253
-0.8957,0.379,0.621,0
-0.5423,0.093,0.907,0
0.3384,0,0.715,0.285
0.5574,0.061,0.787,0.152
0,0,1,0
0,0,1,0
0,0,1,0
0.1994,0.057,0.841,0.101
-0.4215,0.113,0.887,0
0.7712,0.076,0.619,0.306
0,0,1,0
-0.6105,0.132,0.816,0.052
0,0,1,0
-0.7003,0.271,0.633,0.096
0.0258,0,0.952,0.048
-0.296,0.168,0.721,0.111
0.7096,0,0.629,0.371
0,0,1,0
0.1761,0,0.825,0.175
-0.1154,0.044,0.921,0.035
0.5106,0,0.93,0.07
-0.5411,0.13,0.795,0.075
0,0,1,0
-0.7351,0.426,0.421,0.153
0.6767,0,0.814,0.186
0,0,1,0
0.0516,0.094,0.804,0.101
-0.5574,0.104,0.896,0
0.1901,0,0.911,0.089
0,0,1,0
0.0516,0.33,0.319,0.351
0.2263,0.169,0.664,0.167
0.3919,0.121,0.683,0.196
0,0,1,0
0.4939,0,0.833,0.167
0,0,1,0
-0.128,0.169,0.688,0.143
0,0,1,0
0,0,1,0
0.7351,0,0.446,0.554
-0.802,0.507,0.493,0
0.509,0,0.919,0.081
0,0,1,0
0,0,1,0
0.5106,0,0.645,0.355
0,0,1,0
-0.6808,0.697,0.303,0
-0.4939,0.39,0.61,0
0.4404,0,0.896,0.104
0,0,1,0
-0.4278,0.415,0.585,0
-0.8442,0.313,0.687,0
-0.9272,0.231,0.648,0.122
0.2646,0.168,0.661,0.171
0.5927,0,0.871,0.129
0,0,1,0
0.4871,0.045,0.844,0.11
-0.5267,0.236,0.764,0
0,0,1,0
-0.2006,0.132,0.781,0.088
0,0,1,0
0,0,1,0
0,0,1,0
0.7131,0,0.503,0.497
-0.296,0.306,0.694,0
0,0,1,0
0.5267,0.131,0.64,0.23
-0.3877,0.07,0.898,0.032
0,0,1,0
0,0,1,0
0.4019,0.105,0.691,0.204
0,0,1,0
-0.2173,0.14,0.733,0.127
0,0,1,0
0.7241,0,0.805,0.195
-0.9007,0.093,0.857,0.051
0.644,0,0.809,0.191
0,0,1,0
-0.296,0.196,0.804,0
0.8707,0,0.633,0.367
-0.291,0.34,0.454,0.206
0,0,1,0
-0.2023,0.114,0.886,0
0.4019,0,0.787,0.213
0.6249,0,0.549,0.451
0.5106,0,0.784,0.216
-0.1027,0.091,0.909,0
0,0,1,0
0,0,1,0
0.6322,0.052,0.799,0.149
0,0,1,0
0,0,1,0
0.296,0.047,0.863,0.09
0.7579,0.062,0.682,0.255
-0.3182,0.187,0.813,0
0,0,1,0
0,0,1,0
-0.5106,0.35,0.65,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.7845,0.697,0.303,0
0.8473,0.028,0.783,0.188
0,0,1,0
0.9298,0.045,0.828,0.126
0,0,1,0
0.9842,0,0.865,0.135
0,0,1,0
0,0,1,0
-0.5095,0.162,0.718,0.12
-0.1759,0.175,0.825,0
0.7906,0,0.733,0.267
-0.4497,0.211,0.789,0
0,0,1,0
0.4404,0,0.756,0.244
0,0,1,0
0.6808,0.039,0.882,0.079
0,0,1,0
0.3527,0.073,0.807,0.12
-0.0018,0.072,0.837,0.092
-0.5809,0.173,0.827,0
0.7003,0.066,0.688,0.247
-0.4466,0.196,0.804,0
0.1926,0.115,0.735,0.15
0.34,0,0.806,0.194
0.6369,0,0.802,0.198
0,0,1,0
0,0,1,0
0.6486,0.083,0.698,0.219
0.5562,0,0.77,0.23
0.4939,0,0.802,0.198
0,0,1,0
0,0,1,0
0,0,1,0
-0.0258,0.072,0.859,0.069
0,0,1,0
0.6437,0,0.774,0.226
0.5504,0,0.855,0.145
-0.5632,0.132,0.782,0.085
0,0,1,0
-0.34,0.112,0.888,0
0,0,1,0
-0.3182,0.223,0.777,0
0.4019,0.071,0.743,0.186
0.6652,0,0.859,0.141
0,0,1,0
0.4137,0.073,0.794,0.133
0.6808,0,0.833,0.167
0,0,1,0
-0.4215,0.138,0.804,0.058
0.7574,0,0.581,0.419
0,0,1,0
0,0,1,0
-0.4278,0.288,0.712,0
0.7506,0,0.686,0.314
-0.296,0.216,0.784,0
0,0,1,0
-0.6812,0.122,0.812,0.066
-0.6124,0.308,0.598,0.094
0,0,1,0
0,0,1,0
0.2869,0.097,0.715,0.188
-0.296,0.167,0.833,0
0.7096,0,0.718,0.282
0.3804,0,0.834,0.166
-0.4767,0.112,0.844,0.043
0,0,1,0
0,0,1,0
-0.4404,0.162,0.838,0
-0.1757,0.125,0.763,0.113
0.4404,0,0.791,0.209
0.7351,0,0.744,0.256
0.4404,0,0.861,0.139
0.0516,0.049,0.899,0.052
0.4871,0.017,0.938,0.044
-0.8832,0.187,0.748,0.065
-0.296,0.524,0.476,0
0,0,1,0
0.3887,0.071,0.798,0.13
0.8917,0.029,0.701,0.27
0,0,1,0
0.747,0.071,0.751,0.178
0.875,0,0.714,0.286
-0.6808,0.179,0.769,0.052
-0.3626,0.117,0.818,0.065
-0.1027,0.097,0.903,0
-0.99,0.688,0.313,0
0.4588,0,0.7,0.3
-0.092,0.157,0.718,0.125
0.2732,0.141,0.606,0.253
0.6249,0,0.328,0.672
0,0,1,0
0,0,1,0
0.659,0,0.804,0.196
0,0,1,0
0,0,1,0
0.6966,0,0.889,0.111
0,0,1,0
0,0,1,0
0,0,1,0
-0.7311,0.214,0.747,0.039
-0.3182,0.081,0.919,0
0.3595,0.037,0.911,0.052
0.296,0.156,0.646,0.197
-0.779,0.126,0.802,0.072
0,0,1,0
-0.2411,0.179,0.821,0
-0.3818,0.098,0.902,0
-0.2732,0.091,0.909,0
-0.8834,0.339,0.661,0
0.4019,0.115,0.703,0.182
0.9062,0,0.7,0.3
0,0,1,0
0,0,1,0
0,0,1,0
-0.3612,0.077,0.923,0
0,0,1,0
-0.3885,0.118,0.809,0.073
0.3612,0,0.762,0.238
-0.8503,0.282,0.718,0
-0.6124,0.208,0.656,0.136
0,0,1,0
0,0,1,0
-0.1027,0.097,0.903,0
0.6739,0,0.469,0.531
-0.1055,0.13,0.746,0.124
-0.6486,0.281,0.719,0
0,0,1,0
0,0,1,0
-0.3612,0.135,0.865,0
0.1901,0.055,0.865,0.08
-0.5994,0.796,0.204,0
0,0,1,0
0.4215,0,0.774,0.226
0,0,1,0
-0.69,0.61,0.39,0
0.9118,0,0.665,0.335
0,0,1,0
0.4118,0.091,0.743,0.166
-0.7717,0.691,0.309,0
0.1964,0.084,0.811,0.105
0.4588,0,0.8,0.2
0,0,1,0
-0.0727,0.079,0.832,0.089
-0.6276,0.161,0.79,0.049
0.4404,0,0.674,0.326
0.1027,0.329,0.286,0.386
0.5574,0,0.635,0.365
0.5574,0,0.735,0.265
0.7321,0.07,0.754,0.176
0,0,1,0
0.9485,0.04,0.772,0.188
0.4215,0,0.925,0.075
0.128,0.134,0.711,0.155
0.7354,0.029,0.9,0.071
0,0,1,0
0.4404,0,0.847,0.153
0.4703,0.115,0.623,0.262
0,0,1,0
0,0,1,0
-0.0516,0.167,0.679,0.154
-0.9405,0.298,0.702,0
-0.5307,0.126,0.783,0.091
-0.0772,0.097,0.814,0.089
0.8309,0.034,0.662,0.303
0.6514,0,0.581,0.419
-0.4019,0.185,0.718,0.097
0.8658,0,0.607,0.393
0.4005,0,0.77,0.23
0.4404,0,0.734,0.266
0,0,1,0
0.6249,0,0.728,0.272
0.871,0.062,0.717,0.221
0.6876,0.012,0.922,0.066
0,0,1,0
-0.4404,0.293,0.707,0
-0.7142,0.205,0.736,0.059
0.5994,0,0.726,0.274
0,0,1,0
0.4404,0.152,0.585,0.263
0,0,1,0
-0.1923,0.112,0.828,0.06
0.9349,0,0.685,0.315
-0.0534,0.19,0.634,0.176
0.7906,0,0.619,0.381
0.5052,0.112,0.724,0.164
0.1226,0.117,0.689,0.195
0,0,1,0
-0.4168,0.188,0.812,0
0.8928,0,0.461,0.539
0,0,1,0
0.4215,0,0.781,0.219
0.4926,0,0.758,0.242
-0.6113,0.307,0.693,0
0.4031,0.093,0.767,0.14
0.837,0.05,0.677,0.274
0.7391,0,0.39,0.61
0,0,1,0
-0.2732,0.255,0.567,0.177
0.7915,0.057,0.703,0.24
-0.4767,0.608,0.392,0
0,0.058,0.884,0.058
0,0,1,0
