Compounds,Neg,Neu,Pos
-0.8697,0.153,0.847,0
0.5883,0,0.909,0.091
0,0,1,0
0.2748,0,0.861,0.139
0,0,1,0
0.8225,0,0.81,0.19
0.807,0,0.778,0.222
0,0,1,0
0.3506,0.077,0.767,0.156
0,0,1,0
0,0,1,0
0.0772,0,0.929,0.071
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.296,0,0.872,0.128
0.4404,0,0.909,0.091
0,0,1,0
0.2263,0.08,0.766,0.153
0.3612,0,0.898,0.102
0.3182,0,0.839,0.161
-0.3412,0.286,0.714,0
-0.2732,0.13,0.87,0
0.7269,0,0.747,0.253
0.4019,0,0.856,0.144
0,0,1,0
0.2023,0,0.526,0.474
-0.2732,0.512,0.488,0
0.9066,0,0.839,0.161
0.91,0,0.716,0.284
0,0,1,0
0,0,1,0
0.7339,0,0.829,0.171
0,0,1,0
0.3637,0.054,0.844,0.101
-0.2755,0.209,0.791,0
-0.9393,0.391,0.571,0.038
0,0,1,0
-0.1045,0.027,0.95,0.022
0,0,1,0
0,0,1,0
-0.5334,0.197,0.803,0
-0.7378,0.118,0.882,0
0,0,1,0
0,0,1,0
0.4019,0.264,0.248,0.488
-0.5719,0.481,0.519,0
0,0,1,0
0.8338,0,0.713,0.287
0,0,1,0
-0.5859,0.16,0.84,0
0.8516,0,0.392,0.608
-0.1531,0.103,0.897,0
0,0,1,0
0,0,1,0
-0.8707,0.225,0.775,0
0.8555,0,0.769,0.231
0.1027,0.197,0.585,0.218
0,0,1,0
0.802,0,0,1
0.431,0.069,0.777,0.154
-0.7579,0.261,0.667,0.072
0.765,0,0.313,0.688
-0.4019,0.456,0.268,0.275
0.1531,0,0.926,0.074
0.3612,0,0.885,0.115
0.0258,0.203,0.588,0.209
0,0,1,0
-0.8356,0.56,0.44,0
0.2023,0.044,0.896,0.06
-0.4767,0.268,0.63,0.102
0,0,1,0
-0.4404,0.195,0.805,0
-0.34,0.148,0.763,0.089
0,0,1,0
0.5106,0,0.837,0.163
0.5523,0,0.767,0.233
0.5622,0.231,0.367,0.401
-0.25,0.167,0.758,0.076
-0.2718,0.176,0.703,0.121
0.3612,0,0.918,0.082
-0.1022,0.068,0.868,0.064
-0.705,0.164,0.836,0
0.5709,0.051,0.854,0.095
0.4404,0,0.847,0.153
-0.561,0.229,0.662,0.109
0,0,1,0
0.5267,0,0.85,0.15
0.8384,0,0.668,0.332
0,0,1,0
-0.1477,0.074,0.869,0.057
-0.2382,0.041,0.959,0
0.0258,0.15,0.694,0.156
0,0,1,0
0,0,1,0
0,0,1,0
0.4497,0,0.866,0.134
0,0,1,0
0.8126,0,0.607,0.393
0.4588,0,0.765,0.235
0.3612,0,0.902,0.098
0.4939,0,0.556,0.444
0,0,1,0
0.6497,0.082,0.804,0.115
0.126,0.143,0.69,0.167
-0.5927,0.262,0.639,0.099
0.2732,0,0.323,0.677
0.4767,0.059,0.822,0.119
0.743,0,0.69,0.31
-0.6553,0.092,0.908,0
0.7579,0,0.698,0.302
-0.4019,0.31,0.69,0
0.8398,0,0.25,0.75
0.8126,0.09,0.69,0.22
0.7096,0,0.769,0.231
-0.6124,0.541,0.246,0.213
-0.7277,0.365,0.51,0.125
0.6488,0,0.531,0.469
-0.7964,0.26,0.74,0
0.6166,0,0.332,0.668
0.4019,0,0.27,0.73
0,0,1,0
0.3612,0,0.783,0.217
0.8126,0,0.403,0.597
0,0,1,0
0.4019,0,0.899,0.101
0,0,1,0
0.3612,0,0.615,0.385
0,0,1,0
0.7177,0,0.838,0.162
0.8625,0.035,0.732,0.234
-0.4404,0.22,0.65,0.13
0.7644,0,0.378,0.622
0.5267,0,0,1
0.4588,0,0.4,0.6
0.4767,0,0.617,0.383
0.5707,0,0.213,0.787
0.4404,0,0.408,0.592
0.4404,0,0.256,0.744
0,0,1,0
0,0,1,0
0.6908,0,0.659,0.341
0.3758,0.062,0.847,0.092
0.8689,0,0.55,0.45
0,0,1,0
0.4215,0,0.823,0.177
0.4939,0,0.484,0.516
0,0,1,0
0,0,1,0
0,0,1,0
0.5927,0,0.924,0.076
0.8122,0,0.724,0.276
0.2144,0,0.875,0.125
-0.4005,0.23,0.77,0
0,0,1,0
-0.5411,0.636,0.364,0
0,0,1,0
0.5859,0,0.441,0.559
0.2732,0,0.704,0.296
0.4015,0,0.769,0.231
0.6083,0,0.735,0.265
0.2732,0,0.488,0.512
0,0,1,0
0.4753,0,0,1
0,0,1,0
-0.5766,0.394,0.466,0.14
0.6369,0.083,0.683,0.234
-0.4877,0.388,0.612,0
0,0,1,0
0.6369,0,0.865,0.135
0.8225,0,0.511,0.489
0,0,1,0
0.8316,0,0.614,0.386
0,0,1,0
0,0,0,0
0.4215,0,0.517,0.483
0.6696,0,0.69,0.31
0.9022,0,0.592,0.408
0.8555,0,0.706,0.294
0.4939,0,0.842,0.158
0.2023,0,0.735,0.265
0.3612,0,0,1
-0.5267,0.459,0.541,0
0.9369,0,0.622,0.378
0.7003,0,0.633,0.367
0,0,1,0
0.4574,0.135,0.614,0.251
0.25,0.185,0.591,0.224
0.4374,0,0.818,0.182
0.91,0,0.762,0.238
0.8201,0.035,0.79,0.175
0.4753,0,0.244,0.756
0.5707,0,0.351,0.649
0,0,1,0
0.8891,0,0.735,0.265
0.296,0,0.313,0.688
0,0,1,0
0.4404,0,0.868,0.132
0.4215,0,0,1
0,0,1,0
-0.1603,0.214,0.786,0
0.2708,0.102,0.812,0.086
0.296,0,0.694,0.306
0,0,1,0
0.0258,0,0.879,0.121
0,0,1,0
0,0,1,0
0,0,1,0
0.8812,0.13,0.609,0.262
-0.4767,0.279,0.721,0
0.6249,0,0.892,0.108
-0.4199,0.736,0.264,0
0,0,1,0
0.4404,0,0.734,0.266
0,0,1,0
0.1779,0.361,0.309,0.33
0.3612,0,0.615,0.385
-0.5719,0.346,0.654,0
0.6369,0,0.704,0.296
0,0,1,0
0,0,1,0
0.9042,0,0.633,0.367
0,0,1,0
0.3612,0,0.828,0.172
0.2263,0.166,0.593,0.241
0.4201,0.13,0.696,0.174
0,0,1,0
-0.6908,0.533,0.467,0
0.0772,0,0.794,0.206
0.3612,0,0.286,0.714
-0.3491,0.104,0.896,0
0,0,1,0
0.4084,0,0.785,0.215
0,0,1,0
0,0,1,0
0.8567,0,0.7,0.3
0.8062,0.123,0.723,0.153
-0.8316,0.195,0.732,0.073
0.4871,0,0.655,0.345
0.4215,0,0,1
-0.6908,0.61,0.39,0
0,0,1,0
0.9657,0.037,0.548,0.415
0.7506,0,0.556,0.444
-0.296,0.116,0.845,0.039
0.6696,0,0.732,0.268
0,0,1,0
0.6486,0,0.361,0.639
0.296,0,0.833,0.167
0.6696,0,0.71,0.29
0,0,1,0
0,0,1,0
0.0356,0.14,0.711,0.149
-0.2263,0.183,0.662,0.155
0.8183,0,0.37,0.63
0,0,1,0
0,0,1,0
0,0,1,0
0.4588,0,0.5,0.5
0.6249,0,0.196,0.804
0.4404,0,0.868,0.132
0.4019,0,0.649,0.351
0,0,1,0
-0.611,0.444,0.556,0
0.2732,0,0,1
0.1027,0.157,0.602,0.241
0.753,0,0.583,0.417
0.4404,0,0.508,0.492
0,0,1,0
0.3182,0.043,0.869,0.088
0,0,1,0
0.4404,0,0.508,0.492
0.4019,0,0.597,0.403
0,0,1,0
0.5994,0,0.204,0.796
-0.6249,0.804,0.196,0
-0.428,0.331,0.486,0.183
0,0,1,0
0,0,1,0
-0.5574,0.247,0.753,0
-0.3182,0.366,0.396,0.238
-0.2023,0.186,0.67,0.144
0,0,1,0
0.8718,0,0.724,0.276
0,0,1,0
0,0,1,0
-0.3071,0.117,0.836,0.047
0.4404,0,0.58,0.42
-0.6124,0.444,0.556,0
0,0,1,0
0.7579,0.087,0.593,0.32
-0.2971,0.201,0.7,0.098
0.4404,0,0.756,0.244
0.5819,0,0.828,0.172
0.3382,0,0.295,0.705
0,0,1,0
-0.2006,0.15,0.769,0.081
-0.4404,0.492,0.508,0
0.4728,0,0.796,0.204
0.6249,0,0.746,0.254
0.8126,0,0.619,0.381
0,0,1,0
0.4404,0,0.633,0.367
-0.4939,0.172,0.747,0.081
-0.1027,0.184,0.646,0.17
0,0,1,0
0.7717,0,0.645,0.355
0,0,1,0
0.8225,0,0.709,0.291
-0.4404,0.42,0.58,0
0.3612,0,0.762,0.238
0,0,1,0
-0.6908,0.19,0.81,0
-0.5267,0.274,0.726,0
0,0,1,0
0.6801,0,0.663,0.337
0.4588,0,0.571,0.429
0.4215,0,0.741,0.259
0.6486,0,0.865,0.135
0.4926,0,0.758,0.242
0,0,1,0
-0.357,0.332,0.668,0
0.0772,0.213,0.562,0.225
-0.6542,0.401,0.599,0
0.1263,0.147,0.691,0.162
-0.0577,0.073,0.874,0.053
0,0,1,0
0.4019,0,0,1
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.296,0.095,0.905,0
0,0,1,0
0,0,1,0
0.2263,0,0.84,0.16
-0.4767,0.279,0.721,0
-0.296,0.216,0.784,0
-0.368,0.533,0.123,0.344
0.7739,0,0.51,0.49
0.2382,0,0.755,0.245
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3182,0,0.465,0.535
0,0,1,0
0.7003,0,0.508,0.492
0,0,1,0
-0.671,0.334,0.666,0
0,0,1,0
0.7717,0.058,0.709,0.234
0.8496,0,0.781,0.219
-0.296,0.155,0.845,0
0.8934,0,0.085,0.915
0,0,1,0
0,0,1,0
0.6124,0,0.714,0.286
0.4215,0,0.714,0.286
-0.4003,0.35,0.65,0
0.34,0,0.625,0.375
-0.1901,0.282,0.718,0
0.714,0.213,0.288,0.499
-0.7269,0.859,0.141,0
0,0,1,0
0.4588,0,0.727,0.273
0,0,1,0
-0.4215,0.203,0.797,0
0.7351,0,0,1
0,0,1,0
0,0,1,0
0,0,1,0
0.802,0,0.423,0.577
0.037,0.148,0.66,0.192
-0.1536,0.346,0.385,0.269
0.2263,0,0.759,0.241
0,0,1,0
0,0,1,0
0.4019,0,0.649,0.351
0,0,1,0
0.5093,0,0.732,0.268
0.0258,0,0.916,0.084
-0.3182,0.261,0.588,0.151
0,0,1,0
0.0989,0.055,0.883,0.061
-0.4981,0.315,0.685,0
0.6319,0,0.767,0.233
0.3182,0,0.303,0.697
0.8658,0,0.457,0.543
0.8565,0,0.669,0.331
0.6369,0,0.724,0.276
0.5413,0,0.83,0.17
0,0,1,0
0,0,1,0
0.7096,0,0.815,0.185
-0.34,0.138,0.862,0
0.3412,0,0.769,0.231
0.7574,0,0.755,0.245
-0.0772,0.208,0.604,0.188
0.3595,0,0,1
0.5319,0,0.226,0.774
0,0,1,0
0.3182,0,0.85,0.15
0.0772,0,0.843,0.157
-0.0572,0.149,0.851,0
0,0,1,0
0,0,1,0
-0.3182,0.365,0.635,0
-0.2732,0.163,0.724,0.113
-0.5777,0.483,0.517,0
0.2732,0,0.323,0.677
0,0,1,0
-0.296,0.524,0.476,0
0.8402,0.029,0.818,0.153
0.4404,0,0.58,0.42
0,0,1,0
0.5719,0,0.748,0.252
0,0,1,0
0.4588,0,0,1
0.7096,0,0,1
0.4019,0,0.27,0.73
0,0,1,0
0.1561,0.252,0.404,0.345
-0.7603,0.266,0.734,0
0,0,1,0
0.6072,0,0.724,0.276
0,0,1,0
0,0,1,0
0.7541,0,0.882,0.118
0.1531,0,0.862,0.138
0.3818,0.234,0.474,0.292
0.8658,0,0.382,0.618
0,0,1,0
0.4019,0,0.27,0.73
0,0,1,0
0.4019,0,0.27,0.73
0,0,1,0
0,0,1,0
0.4404,0,0.707,0.293
-0.5233,0.115,0.885,0
0.0258,0.318,0.353,0.329
0.6908,0.048,0.774,0.178
-0.1779,0.087,0.845,0.068
-0.5719,0.227,0.773,0
0.4588,0,0.813,0.188
0.4019,0,0.426,0.574
0,0,1,0
-0.4404,0.492,0.508,0
-0.2617,0.146,0.854,0
-0.3595,0.555,0.445,0
0.4951,0.054,0.788,0.158
0.4404,0,0.508,0.492
0.5719,0,0.89,0.11
0,0,1,0
0.5773,0.23,0.471,0.298
0,0,1,0
0,0,1,0
0.4449,0,0.506,0.494
0.6249,0,0.806,0.194
0.5994,0,0.86,0.14
0.6369,0,0.625,0.375
-0.4215,0.483,0.517,0
0.4215,0.094,0.703,0.203
0.5994,0,0.754,0.246
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.296,0,0.845,0.155
0,0,1,0
0,0,1,0
0,0,1,0
-0.5423,0.311,0.578,0.111
0.5423,0,0.588,0.412
0,0,1,0
0.5994,0.031,0.853,0.116
0.4753,0,0.764,0.236
0,0,1,0
0.5267,0,0.595,0.405
-0.504,0.2,0.8,0
0.9477,0,0.608,0.392
0.631,0,0.82,0.18
-0.1511,0.19,0.652,0.158
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.5106,0.129,0.8,0.071
0.4588,0,0.571,0.429
0.4588,0.139,0.542,0.319
0,0,1,0
0.8029,0,0.689,0.311
0.6808,0,0.476,0.524
0.9298,0.038,0.792,0.17
0.836,0,0.886,0.114
0,0,1,0
0.5859,0,0.787,0.213
0,0,1,0
0.306,0.036,0.9,0.065
-0.2263,0.322,0.678,0
0,0,1,0
0.4404,0,0.838,0.162
0,0,1,0
0.7003,0,0.608,0.392
0,0,1,0
0.6428,0.056,0.703,0.241
-0.2023,0.294,0.476,0.23
-0.5106,0.623,0.377,0
0.1531,0.221,0.546,0.234
0.6588,0,0.625,0.375
0.4588,0,0.4,0.6
0,0,1,0
0.3612,0,0.902,0.098
-0.3102,0.274,0.726,0
0.2263,0.107,0.744,0.149
-0.5777,0.384,0.616,0
0.3395,0.107,0.706,0.187
0.7629,0.106,0.438,0.455
0.4588,0,0.786,0.214
0.4588,0,0.7,0.3
0.4215,0,0.865,0.135
-0.4588,0.15,0.85,0
0,0,1,0
0.296,0,0,1
0,0,1,0
-0.128,0.391,0.29,0.319
-0.0258,0.295,0.421,0.284
0.296,0,0.694,0.306
-0.5859,0.352,0.648,0
0,0,1,0
0,0,1,0
0.3612,0,0.828,0.172
0.8531,0,0.563,0.437
0,0,1,0
0,0,1,0
0.0258,0,0.909,0.091
0,0,1,0
-0.6597,0.183,0.726,0.091
-0.7506,0.142,0.858,0
0.2869,0,0.923,0.077
0.3182,0.072,0.778,0.15
0.5719,0,0.657,0.343
0,0,1,0
0.6705,0,0.756,0.244
0,0,1,0
0.4215,0,0.787,0.213
0,0,1,0
0.5719,0,0.684,0.316
0,0,1,0
0.6369,0,0.192,0.808
0.2732,0,0.87,0.13
0.7449,0.093,0.628,0.279
0.5859,0,0.513,0.487
0.4215,0,0,1
0,0,1,0
0.75,0,0.319,0.681
0.4404,0,0.734,0.266
0.9423,0.063,0.423,0.514
0.3612,0,0.545,0.455
0.4389,0.124,0.572,0.304
0.6249,0,0.196,0.804
0.4278,0.064,0.818,0.118
0.4404,0,0.873,0.127
0.4404,0,0.707,0.293
-0.7651,0.2,0.741,0.059
0.9022,0,0.427,0.573
0.7906,0,0.771,0.229
0,0,1,0
-0.5927,0.299,0.554,0.147
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4084,0,0.826,0.174
0.6115,0,0.887,0.113
0.4404,0,0.756,0.244
0.34,0,0.806,0.194
0.4019,0,0.426,0.574
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3612,0,0.545,0.455
0.3612,0,0.667,0.333
0,0,1,0
0.0644,0.064,0.859,0.076
-0.2023,0.151,0.753,0.096
0.4173,0,0.643,0.357
0.4019,0,0,1
0,0,1,0
0,0,1,0
0,0,1,0
-0.25,0.161,0.72,0.119
0.0923,0.202,0.57,0.228
0.6597,0,0.357,0.643
0.6901,0,0.413,0.587
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.2755,0.232,0.768,0
0.3182,0,0.813,0.187
0,0,1,0
0.08,0.279,0.4,0.321
0.6115,0,0.765,0.235
0.4926,0,0.803,0.197
0.6597,0,0.838,0.162
0.2732,0,0.741,0.259
0,0,1,0
0.9195,0.025,0.871,0.104
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.85,0,0.77,0.23
0.4795,0,0.762,0.238
0.3612,0,0.848,0.152
0,0,1,0
0,0,1,0
0,0,1,0
0.2263,0,0.909,0.091
0,0,1,0
0.6096,0,0.766,0.234
0,0,1,0
-0.0258,0.041,0.959,0
0,0,1,0
0,0,1,0
0.2732,0,0.932,0.068
0,0,1,0
-0.5023,0.085,0.915,0
-0.7444,0.154,0.789,0.056
0.8402,0.031,0.742,0.227
0.4588,0,0.897,0.103
0.6841,0,0.463,0.537
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4927,0,0.814,0.186
0.4404,0,0.508,0.492
-0.6249,0.132,0.868,0
0.6369,0,0.543,0.457
0,0,1,0
-0.2732,0.231,0.769,0
0.9479,0.06,0.644,0.296
0.1531,0.142,0.679,0.179
0,0,1,0
0.6124,0,0.898,0.102
0.7822,0.045,0.814,0.141
0.4939,0,0.802,0.198
0.0516,0.095,0.766,0.139
0.8894,0.018,0.866,0.115
0.9044,0.045,0.814,0.141
0.5859,0,0.455,0.545
-0.296,0.128,0.872,0
-0.296,0.688,0.313,0
-0.1027,0.113,0.887,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.5994,0.494,0.506,0
0,0,1,0
0,0,1,0
0.1828,0.095,0.814,0.091
0.4588,0,0.857,0.143
-0.2732,0.512,0.488,0
0.1406,0,0.906,0.094
0.4927,0,0.653,0.347
0.611,0,0.909,0.091
0.4939,0,0.238,0.762
0.5994,0,0.435,0.565
0.4939,0.033,0.874,0.093
-0.0772,0.091,0.909,0
0.25,0.088,0.773,0.139
0.9055,0,0.843,0.157
0,0,1,0
-0.25,0.161,0.763,0.076
0.3804,0.076,0.707,0.217
-0.1531,0.088,0.844,0.068
0,0,1,0
0.7623,0,0.418,0.582
0.8047,0,0.673,0.327
0,0,1,0
0,0,1,0
0.9247,0.101,0.707,0.192
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.3182,0.141,0.859,0
0,0,1,0
0.7859,0,0.621,0.379
0,0,1,0
0.4588,0,0.571,0.429
-0.1779,0.317,0.414,0.269
0.5717,0.125,0.66,0.214
0.4767,0,0,1
0,0,1,0
0.636,0,0.857,0.143
0.4404,0.065,0.819,0.115
0.6705,0,0.593,0.407
0.6808,0,0.728,0.272
0.2732,0.13,0.713,0.157
0.4019,0,0.769,0.231
-0.872,0.279,0.635,0.086
-0.1842,0.101,0.824,0.075
-0.8779,0.277,0.723,0
-0.3612,0.123,0.798,0.08
-0.9879,0.313,0.67,0.017
0.4019,0,0.821,0.179
0.7065,0.043,0.802,0.155
0.7892,0.128,0.716,0.156
0,0,1,0
0.8779,0,0.265,0.735
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6808,0,0.556,0.444
0.4019,0,0,1
-0.0258,0.072,0.858,0.07
0,0,1,0
-0.5983,0.313,0.507,0.18
0.3612,0,0.889,0.111
0,0,1,0
0,0,1,0
0.1073,0,0.953,0.047
0.34,0,0.789,0.211
0.2023,0,0.769,0.231
0.3832,0.157,0.537,0.306
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
-0.0772,0.249,0.578,0.173
0,0,1,0
0.4588,0,0.571,0.429
0.8429,0,0.65,0.35
0,0,1,0
0,0,1,0
-0.5423,0.636,0.364,0
0,0,1,0
0,0,1,0
-0.4019,0.31,0.69,0
0,0,1,0
-0.3612,0.385,0.615,0
0.4588,0,0.943,0.057
0.5423,0.098,0.559,0.343
-0.3907,0.147,0.853,0
0.4144,0.172,0.587,0.241
0.4588,0,0.911,0.089
0,0,1,0
-0.5423,0.115,0.885,0
0.3728,0.028,0.866,0.107
-0.8126,0.375,0.625,0
0,0,1,0
0.3527,0,0.709,0.291
-0.5423,0.538,0.462,0
0,0,1,0
0,0,1,0
0,0,1,0
0.4404,0,0.707,0.293
-0.5106,0.623,0.377,0
0,0,1,0
0.3612,0,0.857,0.143
0,0,1,0
-0.5848,0.347,0.653,0
0,0,1,0
-0.1753,0.096,0.834,0.071
0,0,1,0
-0.2411,0.329,0.671,0
0.5429,0,0.919,0.081
-0.296,0.423,0.577,0
0.4404,0,0.256,0.744
0,0,1,0
-0.7351,0.237,0.763,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.6249,0,0.687,0.313
0,0,1,0
0.6114,0,0.501,0.499
0,0,1,0
0,0,1,0
0.4215,0,0.682,0.318
0,0,1,0
0,0,1,0
-0.7717,0.178,0.822,0
-0.6705,0.355,0.645,0
-0.4404,1,0,0
0.6908,0,0.826,0.174
0.4404,0,0.903,0.097
0.7906,0.119,0.583,0.298
0,0,1,0
0.3818,0,0.816,0.184
0.3359,0.176,0.64,0.184
0,0,1,0
0,0,1,0
0,0,1,0
0.34,0,0.888,0.112
0,0,1,0
0,0,1,0
0,0,1,0
0.6908,0,0.711,0.289
0.7184,0.108,0.482,0.41
0,0.234,0.532,0.234
0.3612,0,0.815,0.185
0,0,1,0
0.9099,0,0.603,0.397
0.4588,0,0.769,0.231
0.8271,0,0.508,0.492
0,0,1,0
0.0516,0.11,0.744,0.146
0,0,1,0
0,0,1,0
0,0,1,0
0.4574,0,0.251,0.749
0.3612,0,0.667,0.333
0.4767,0,0.196,0.804
0.4939,0,0.385,0.615
0.5106,0,0.699,0.301
0,0,1,0
0,0,1,0
0,0,1,0
0.6124,0.087,0.579,0.335
0.1532,0.118,0.735,0.147
0.4215,0,0.641,0.359
0,0,1,0
0,0,1,0
0.4404,0,0.775,0.225
0,0,1,0
0.3182,0,0.723,0.277
0.7579,0,0.435,0.565
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0,0
0,0,1,0
0,0,1,0
0.4019,0,0.426,0.574
0,0,1,0
0,0,1,0
-0.0572,0.149,0.851,0
0.3182,0,0.303,0.697
0,0,1,0
0.0598,0.089,0.758,0.152
0.4404,0,0.734,0.266
0,0,1,0
0,0,1,0
0,0,1,0
-0.1458,0.113,0.813,0.074
0.3182,0,0.465,0.535
0.7351,0,0.733,0.267
-0.1154,0.105,0.773,0.122
0,0,1,0
0.5859,0,0.73,0.27
0.4404,0,0.734,0.266
0.3182,0,0.881,0.119
0.5093,0,0.879,0.121
0.6908,0,0.412,0.588
0.6908,0,0.898,0.102
-0.5574,0.13,0.87,0
-0.4939,0.444,0.556,0
0,0,1,0
-0.4767,0.129,0.871,0
0.2481,0,0.501,0.499
0,0,1,0
0.7269,0,0.496,0.504
-0.8973,0.331,0.669,0
0.501,0.114,0.714,0.172
0.3182,0,0.685,0.315
0.1779,0.067,0.835,0.098
0.802,0,0.217,0.783
0,0,1,0
0.1007,0.206,0.563,0.231
0,0,1,0
0.4939,0,0.811,0.189
0.6369,0,0.755,0.245
-0.7984,0.156,0.844,0
0.1926,0.169,0.686,0.145
0,0,1,0
-0.3089,0.148,0.852,0
0.507,0,0.55,0.45
0,0,1,0
0.7906,0,0.417,0.583
0.4199,0,0.782,0.218
0,0,1,0
0.5267,0.154,0.441,0.404
0.4215,0,0.781,0.219
-0.5106,0.216,0.784,0
0,0,1,0
0.4404,0,0.813,0.187
0,0,1,0
0,0,1,0
0,0,1,0
0.6908,0,0.345,0.655
-0.4404,0.134,0.814,0.052
0.4003,0,0.748,0.252
-0.3818,0.178,0.822,0
0,0,1,0
0,0,1,0
0.5473,0,0.718,0.282
0,0,1,0
0.4199,0,0.715,0.285
0,0,1,0
0,0,1,0
0.0772,0,0.794,0.206
0.4767,0,0.563,0.437
0,0,1,0
0.7345,0,0.392,0.608
0.3612,0,0.894,0.106
-0.296,0.105,0.841,0.054
0.4574,0,0.501,0.499
0.0772,0,0.874,0.126
0.4926,0,0.484,0.516
0.4186,0,0.264,0.736
0,0,1,0
0,0,1,0
0.6299,0.037,0.84,0.123
0.6705,0.072,0.765,0.163
0.5439,0,0.79,0.21
0.7184,0,0.667,0.333
0.6697,0,0.82,0.18
-0.2732,0.075,0.925,0
0.5574,0,0.526,0.474
0.4678,0.075,0.809,0.116
-0.3597,0.129,0.829,0.041
0,0,1,0
0,0,1,0
0.4926,0,0.79,0.21
0.4588,0.163,0.506,0.331
-0.357,0.216,0.784,0
-0.4926,0.197,0.803,0
0.1877,0,0.939,0.061
0,0,1,0
0.7003,0,0.828,0.172
0.743,0,0.552,0.448
-0.352,0.246,0.544,0.21
0.4023,0,0.649,0.351
0,0,1,0
0.4767,0.053,0.756,0.191
0,0,1,0
-0.3244,0.233,0.639,0.127
0.3612,0,0.872,0.128
0,0,1,0
0,0,1,0
0.7184,0,0.76,0.24
0,0,1,0
-0.6914,0.276,0.724,0
0,0,1,0
0,0,1,0
-0.6808,0.267,0.66,0.073
0,0,1,0
0.9393,0.04,0.734,0.227
-0.6808,0.295,0.705,0
0,0,1,0
0.3612,0,0.737,0.263
0.7029,0,0.829,0.171
0.7688,0,0.546,0.454
0,0,1,0
-0.4118,0.085,0.871,0.045
0.4019,0,0.69,0.31
0,0,1,0
-0.1106,0.164,0.743,0.092
0,0,1,0
0,0,1,0
-0.5514,0.471,0.529,0
-0.4019,0.351,0.649,0
0,0,1,0
0.296,0,0,1
0.4588,0,0.8,0.2
0.4215,0.028,0.909,0.063
0,0,1,0
0.7713,0.073,0.748,0.179
0.9393,0.086,0.599,0.314
0.4374,0,0.823,0.177
0.4404,0,0.868,0.132
0,0,1,0
0,0,1,0
-0.3736,0.299,0.701,0
0,0,1,0
-0.2755,0.084,0.916,0
0.1007,0,0.94,0.06
0.744,0.061,0.676,0.264
-0.7096,0.296,0.704,0
0.3612,0,0.706,0.294
0,0,1,0
0,0,1,0
0.8751,0.097,0.579,0.324
0.0772,0.301,0.361,0.337
0,0,1,0
-0.9514,0.265,0.735,0
-0.296,0.091,0.909,0
0.4404,0,0.756,0.244
0.5719,0,0.734,0.266
0,0,1,0
0.296,0,0.896,0.104
0.3182,0,0.924,0.076
0.6652,0,0.861,0.139
0.796,0,0.876,0.124
0.7712,0,0.539,0.461
0,0,1,0
0.6369,0,0.588,0.412
0,0,1,0
0,0,1,0
-0.2023,0.231,0.769,0
0,0,1,0
0.4404,0,0.642,0.358
0.9231,0,0.834,0.166
0,0,1,0
-0.5983,0.196,0.804,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3612,0,0.848,0.152
0,0,1,0
0.3182,0,0.723,0.277
0,0,1,0
0,0,1,0
0.3384,0,0.862,0.138
-0.4019,0.278,0.722,0
0.4939,0,0.738,0.262
0,0,1,0
-0.296,0.524,0.476,0
0.714,0.034,0.806,0.16
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.3182,0,0.839,0.161
0.4545,0.073,0.817,0.11
0.3612,0,0.783,0.217
-0.6124,0.111,0.861,0.027
0.3612,0,0.878,0.122
0,0,1,0
0.8201,0,0.823,0.177
0,0,1,0
0,0,1,0
0,0,1,0
-0.1134,0.098,0.827,0.075
0.6705,0,0.854,0.146
0.3818,0,0.822,0.178
0.34,0,0.854,0.146
0.5023,0,0.915,0.085
0,0,1,0
0.3612,0,0.865,0.135
0,0,1,0
0.4404,0,0.818,0.182
0.9051,0,0.746,0.254
0.4588,0,0.571,0.429
0.9832,0,0.727,0.273
0,0,1,0
0.4926,0,0.715,0.285
0.8572,0,0.765,0.235
0,0,1,0
